Product_Description,Product_Type,Sentiment
"google's marissa mayer demo'ing &quot;contextual discovery&quot; - using are, history, time search refine results. #sxsw",9,2
"wonder many sold #sxsw? ipad sold out, 70% went new buyer [report] {link}",9,2
#ipad unloaded #sxsw popup store. awesome! {link},6,3
"hey #sxsw exhibitors, capture booth experience retrollect disc? popular disc win ipad 2! {link}",6,3
speaking #sxsw: #apple store 6th congress? great permanent....? ;),2,3
"say, pretty smart timing #apple drop #ipad2 right top #sxsw. nearly anyones talking about.",6,3
apple opening temporary store downtown austin march accommodate #sxsw attendees. god fucking smart.,2,3
ha! ûï@mention #sxsw: &quot;apple come cool technology one's ever heard go conferences&quot;û,2,3
#apple open pop-up shop sxsw {link} &lt;---cool concept spend #sxsw waiting #ipad2,6,1
pretty excited apple pop store coming #sxsw {link},2,3
trying convince watch launch google social network #sxsw . know going comedy?!,5,1
next #sxsw we're heading designing ipad apps baby boomers. wish apps yet? ^tg,9,2
"#googledoodle #sxsw google doodles, simple surface, complex intricate underneath.",5,3
"hour later, retreat back hotel, bushwhacked. ringo deathstarr'd, never seen many effect pedal #sxsw {link}",9,2
"need #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... wow! love meet real 'cerebellum' charged people:)",8,3
egads guys:get ahold yourselves.seems like lot men ballroomd crush ?really google?#sxsw,9,2
ipad design headache josh clark #tapworthy #sxsw {link},6,1
&quot;apple come cool technology one's ever heard go conferences&quot; #sxsw #pseudoretweet,2,3
kawasaki: &quot;pagemaker saved apple.&quot; oh days. #sxsw #jwtatl #enchantment,9,2
google hotpot new app let's people rate are. guess logical business progression #marissagoogle #sxsw,5,3
"#marissameyer #google going able get content back out, sure heard right? #sxsw",9,2
"qrafter better paid free qr code apps, scan #vcards, also download them! #qrcode #iphone #sxsw",7,3
#todo q&amp;a google's &amp; bing's ranking - #sxsw mon 12:30pm {link},9,2
wonder i'll get kicked #sxsw iphone. ipod. ipad. ianything.,9,2
"fyi, past u op met citeren! ;) &quot;@mention google launching product #sxsw {link}",9,2
"computer droid #agnerd confession, using laptop, ipad blackberry follow #sxsw afar see #agchat",9,2
may man #sxsw without iphone.,9,2
tweeting #sxsw pretty non existent today thanks iphone app #fail - hootsuite epic replacement! #owllove,7,1
".@mention bahrain govt turned google earth. result, people learned govt turn back on. #sxsw",9,2
switching office ipad next session flipboard: gamechanger passing fad? (@mention like one) #sxsw,9,2
#sxsw tip day (again ;-). turn iphone screen brightness down. way down. #conservebatterylife #peace,9,2
improve website rankings: advice google bing #sxsw | poynter. {link},9,2
thought point ipad - carrying around #sxsw,9,2
"believe went aussie #sxsw ipad sold out, 70% went new buyer [report] - {link}",9,2
"ok, come building custom map google map night #sxsw organize party itineraries. #productive.",9,2
awesome meet standing apple queue #sxsw yesterday. day 2.,9,2
"iphone, ipad, mac oh my! #agchat,#sxsw",9,3
"#at&amp;t giving away amazing prizes..iphone, android, kindle, tablets...amazing. happening sheraton.#sxsw.",9,2
"goal day: knock government talks, install android sdk, &amp; pray #sencha/#phonegap workshop #android #sxsw",9,2
#sxsw knew would happen ipad launched. actually really funny irl... {link},9,2
"arriving u wednesday #sxsw, looking microsim using data iphone - anyone know option are?",9,2
user drive 12b+ mile year google map navigation ^jr #sxsw,5,3
best thing i've heard wknd #sxsw &quot;gave ipad $ #japan relief. need ipad 2.&quot; (@mention,9,2
"line around block #sxsw pop-up apple store. apple store, sxsw {link} #photo",9,2
following bing/google seo session #qagb #sxsw buddy #seo,9,2
free track itunes #sxsw featured artists: {link} (via,9,2
"sweet siren call #gsdm #google party starting downstairs, wrapping #sxsw work desk. help me, obi-wan, hope!",9,2
checking q&amp;a google &amp; bing website ranking #sxsw #qagb #raidsxsw,9,2
dispatch #ipad front line {link} #aspengrove #aspengrove #austin #line #sxsw #tx,9,2
"- spread word, #sxsw festival explorer app live free {link}",7,3
rumor: apple opening temporary store downtown austin #sxsw ipad l... {link},9,2
"#sxsw interactive: google's mobile future, elusive 'power ofåêhere' {link} via",9,2
#sxsw free app festival explorer help find band want see based music taste {link},9,2
"(cnnmoney) #sxsw 2011, computing device bigger ipad passì©. mobile space buzz {link} #wssxsw",6,3
apple genius (no pun intended) check #sxsw {link},2,3
"may so, still new post: business card dead: send card via hashable #sxsw {link}",9,2
"austin, pal lost phone, please help left white iphone 4g cab austin #sxsw internet, please help.",9,2
apple set open popup shop core #sxsw action {link} (ipad2 ground.),9,2
"#sxsw: #15slides: gruber: keep desk apple extended keyboard (discontinued 1991, $169). loud. feel like writes better.",9,3
great idea behind #circles &amp; google launching secret new social network called circle {link} #sxsw,3,3
ooooo #apple rumored opening temporary store #sxsw {link},2,3
#virtualwallet #sxsw #paypal get physical good cut #apple get 30% software virtual good,9,2
#ipad take #sxsw [video] /by {link},6,3
google 80's throw down. may last stop night #sxsw,9,2
google smentisce novitìê arrivo we're launching product #sxsw we're plenty else {link},9,2
starting think #blackberry like #abacus phones. damn u #iphone. #sxsw (i wanted # abacus),8,1
print ------&gt; tablet ------&gt; web : tablet needed bridge gap. #touchingstories #sxsw #ipad,9,2
"failure google buzz, google latitude, google circle! seriously google need concentrate search! #fail #google #sxsw",3,1
best thing abt #sxsw? $1 sherry patio &amp; plenty free parking | 5-10 min n &quot;the mess&quot; {link},9,2
"there. nuts. ipad hand, awesome dude gave cutsies hour line. #austin #apple #sxsw #winning",6,3
best thing i've heard #sxsw &quot;i gave ipad money #japan relief. need ipad 2.(@mention #sxswgood,6,1
"i'm looking forward #smcdallas pre #sxsw party wed., hoping i'll win #ipad resulting shameless promotion. #chevysmc",6,3
"see new texas observer ipad app #sxswi 3:30, sheraton #sxsw",9,2
"ipad design headaches. interface metaphor. look like book, make behave like book. simple stuff, often forgotten. #sxsw",6,1
"company embracing nfc today: google (nfc window decal &amp; nexus s), nokia (willinclude smartphones 2011) #sxsw #mcommerce",9,2
awesome! #sxsw come check get free custom iphone case grill,9,3
"buying ipad2? turn ur ipad1, apple store wipe clean, donates schools. mrs. job idea. #apple #ipad2 #sxsw",2,3
day bank america launched iphone app got 250k new customer #bankinnovation #sxsw,7,3
"saw giant line, thought movie premiere. apple store ipad 2. heard scream premiere! #sxsw",6,3
grateful twitterstream mostly full empathy concern event ipad #sxsw.,9,2
nice people going #sxsw fun. check #twit #twig . #android #podcasters?,9,2
"comprando mi ipad en el #sxsw (@mention apple store, sxsw w/ others) {link}",9,0
sony area buffalo billards tweeting google tv. #sxsw,9,2
iphone get #sxsw go app.,7,2
3:45 put word &quot;food&quot; google map search phone. #sxsw,9,2
#sxsw adding schedule android sxsw go app. handy.,1,3
"#sxswnui #sxsw laptop denotes work, #ipad denotes fun",6,3
akqa hiring. find front designing ipad interface - new navigation schema ballroom a. #sxsw,9,2
dense una vuelta por #socialfuel #sxsw para ver la gran diferencia..rt &quot;the revolution clumsily translated google.&quot;,3,1
get free coverage:sxsw app! know austin get best cellular data connection. #sxsw {link},9,2
"bigger iphone smaller pc, good big event like #sxsw meeti? {link}",9,3
#sxsw #csr reporting: janecek: microsoft give $ charity. apple give nothing. everyone room iphone. drive decision?,2,1
wifi + android geek nearby #sxsw please try sharing frostwire {link} (just issued update),9,2
going #sxsw? sign filmaster iphone app code &quot;sxsw&quot; get cool t-shirt site: {link},9,2
"augmented reality? pah! mayer (google) call &quot;contextual discovery&quot; ûò search without search, *with users' permission* #sxsw",9,2
wonder fit ipad luggage i'm packing austin? hmmm. #sxsw,9,2
important: make sure donating japanese red cross #japan: {link} #sxsw #quake,9,2
"ok, i'm sxsw, i'm garage band ipad notice. #stunned #sxsw",9,2
"retailer headed sxsw month, check - google's sxsw twitter presence. #sxsw",9,2
another great spreadsheet #sxsw party - {link},9,2
lightbox photo want new android camera app (sxsw) [techcrunch] {link} #sxsw #android,9,2
"industry party presented #gsdm &amp; #google austin, tx #sxsw.",9,2
enjoying #sxsw california (hollywood + silicon valley) meet nyc sunny austin by-the-pool cowboy boot + ipad vibe. #sxswi,6,3
&amp; becoming competitor they're starting realize #checkins cool. #sxsw #sxswi,9,2
bad _ button! know #sxsw time abnormal amount app update iphone.,9,2
#aapl already big winner #sxsw {link} #in,9,2
"miss google's vp search, marissa mayer last week? listen interview {link} #sxsw",9,2
"apple. intel. genentech. atari. cisco...&quot;something ventured,&quot; trace risk taker wrote checks: {link} #sxsw",9,2
i'm happy exist! going try whole #sxsw trip w/o laptop. iphone &amp; ipad only. {link},9,2
"attending designing ipad interface - new navigation schemas. akqa's lynn teo. ballroom a. yes, hiring. #sxsw",9,2
i've always used camera+ iphone b/c image stabilizer mode. suggestion ipad cam app w/ feature? #sxsw #sxswi,7,3
free #itunes #sxsw ... link take #itunes store {link},9,2
"google launch major new social network called circles, possibly today #sxsw {link} via @mentionw",9,2
gary starting new show &quot;daily grape&quot; #iphone #thankyouecon #sxswû,9,2
"according marissa mayer, 40% google map usage mobile. #sxsw",9,2
youtube second largest search engine (globally) google say #discotalk #sxsw,3,3
new #ubersocial #iphone app store includes uberguide #sxsw sponsored #mashable (cont) {link},9,2
"ordered ipad excited #sxsw, seems silly what's happening japan right now.",9,2
40% google map search mobile #sxsw (@mention acc - ballroom w/ others) {link},9,2
1k views! apple security guy lock store..... #sxsw - {link},9,2
40% use google map mobile -marissa mayer #sxsw &lt;--- use time #suxsw,3,3
ûï@mention dangerous iphone apps. #sxsw {link},7,1
#sxsw bound! keep eye may give away #iphone case atx land!,9,3
"apple opened pop-up store #sxsw release ipad 2, quite scene. geek power! {link}",6,3
&quot;this google/bing q&amp;a panel like world's expensive seo consultation.&quot; -@mention #sxsw,3,1
met three girl apple itunes connect team iphone developer meetup. got talk would change itc. #sxsw,9,2
setting pop shop #sxsw smartest move ipad imho | developer matter ipad - {link},6,3
"&quot;@mention #sxsw-google launch major new social network called circles, possibly today {link} via",9,2
"ok, i'm interested. google launch major new social network called circles, possibly today {link} #sxsw",5,3
looking forward iphone android design session #sxsw. can't wait drink give away stuff get paid too.,8,3
best thing abt #sxsw? bad as brunch w/patio &amp; plenty free parking | 5-10 min n &quot;the mess&quot; {link},9,2
come singapore roar's party. 6th street. {link} #sgroars #sxswi #sxsw,9,2
friend coming austin sxsw: {link} #austin #sxsw,9,2
credit card company know year likely get divorce (google) #sxsw #urbanmyth,9,2
20% google search local information - google trying fill need place hotpot service #sxsw,9,2
#google view final end rather tool pointing user source make decisions. #marissagoogle #sxsw,9,2
got ipad gave red cross japan first day #sxsw,6,3
brain zombie like content google - &quot;content rules&quot; #sxsw,9,2
think someone making lot money week iphone international roaming charge #sxsw,9,2
".@mention there's expectation engagement ipad visual social, delving experience #sxsw #sxfl",6,3
good people covering ipad launch live apple pop-up store austin #sxsw {link},9,2
"good morning, #sxsw. r u talking abt twitter according ipad design, geogames design headache",9,2
"mission failure - dried roast beef sandwich soggy tomato, $6.25. oh well, sat chevy lounge charged iphone power mat #sxsw",9,2
#sxsw q:android webkit lag safari webkit want acceleration pervasive #browserwars,9,2
rumor: apple opening temporary store dt austin #sxsw &amp; ipad launch {link},9,2
upside.... #sxsw start today ipad releases...,6,3
audioboo: american dream bust {link} #ipad #sxsw #bum #begger #us #socialart #documentally,9,2
putting gun head. give iphone! #sxsw {link},8,3
brutal question served marissa mayer jc penney mapping getting rerouted macy's? uncomfortable #sxsw,9,2
scored signed print jules verne google doodle. thanks #sxsw #googledoodle {link},9,2
#nfc technology: google's testing using sticker store window tap get info. #sxsw,9,2
"interesting launch major new social network called circles, possibly today {link} #sxsw",9,2
"#sxsw: potential breakout gadgets, apps &amp; #apple #ipad2 pop-up store. festival begin tomorrow: {link}",6,3
"hmmm google launch major new social network called circles, possibly today {link} #sxsw",9,2
setting pop shop #sxsw smartest move ipad imho | developer matter ipad - {link},6,3
anyone know apple store #sxsw still ipads? likely run today?,9,2
"hey austin, know little #iphone #android, love music &amp; wanna make $20/hour #sxsw? please let know.",9,2
bought #ipad yet? going #sxsw? check apple's pop-up store. {link},9,2
